detalle_id,pedido_id,producto_id,cantidad,precio_lista,precio_unitario,costo_unitario,descuento_aplicado
2999,2589,44,2,18.4,18.4,7.43,0.0
3000,2210,8,1,322.0,322.0,224.71,0.0
3001,1906,22,1,25.3,25.3,10.3,0.0
3002,2212,20,1,13.8,13.8,5.49,0.0
3003,2380,29,1,18.4,18.4,7.49,0.0
3004,1579,45,1,11.5,11.5,4.53,0.0
3005,2251,48,1,17.25,17.25,6.87,0.0
3006,1853,37,2,25.3,25.3,9.9,0.0
3007,1153,47,1,20.7,20.7,8.17,0.0
3008,1864,30,1,11.5,11.5,4.54,0.0
3009,2223,40,1,32.2,32.2,12.7,0.0
3010,2549,23,1,40.25,40.25,16.32,0.0
3011,2167,2,1,1380.0,1380.0,903.34,0.0
3012,2167,4,1,402.5,402.5,268.11,0.0
3013,2498,33,2,17.25,17.25,6.76,0.0
3014,1562,47,2,20.7,20.7,8.12,0.0
3015,2335,46,1,9.2,9.2,3.73,0.0
3016,2335,21,1,20.7,20.7,8.31,0.0
3017,1314,49,1,33.35,33.35,13.57,0.0
3018,1314,36,2,20.7,20.7,8.17,0.0
3019,2170,34,2,33.35,33.35,13.06,0.0
3020,2462,32,1,20.7,19.66,8.41,0.05
3021,1159,2,1,1380.0,1380.0,931.01,0.0
3022,1159,26,1,51.75,51.75,20.41,0.0
3023,1175,9,1,460.0,414.0,241.85,0.1
3024,1873,38,1,40.25,38.24,15.82,0.05
3025,1873,30,1,11.5,10.92,4.68,0.05
3026,1860,18,1,28.75,28.75,11.48,0.0
3027,1373,19,1,103.5,103.5,42.04,0.0
3028,1373,37,1,25.3,22.77,10.2,0.1
3029,2632,29,1,18.4,18.4,7.32,0.0
3030,1375,26,1,51.75,51.75,20.32,0.0
3031,1723,38,1,40.25,40.25,16.07,0.0
3032,1144,26,1,51.75,51.75,20.91,0.0
3033,1144,39,1,13.8,13.8,5.49,0.0
3034,1144,37,2,25.3,25.3,10.24,0.0
3035,2281,5,1,1840.0,1840.0,1323.76,0.0
3036,2656,17,1,34.5,34.5,13.54,0.0
3037,1619,13,1,1265.0,1265.0,913.8,0.0
3038,1619,17,1,34.5,34.5,13.65,0.0
3039,1961,28,1,63.25,63.25,25.07,0.0
3040,1961,23,1,40.25,40.25,15.83,0.0
3041,1422,26,1,51.75,46.58,20.71,0.1
3042,1307,18,1,28.75,28.75,11.56,0.0
3043,1190,44,2,18.4,18.4,7.43,0.0
3044,1915,32,1,20.7,20.7,8.37,0.0
3045,1651,35,1,46.0,46.0,18.12,0.0
3046,1651,31,1,9.2,9.2,3.67,0.0
3047,1342,33,2,17.25,17.25,6.99,0.0
3048,1313,22,1,25.3,25.3,10.02,0.0
3049,1313,3,1,690.0,690.0,461.3,0.0
3050,1443,16,1,17.25,17.25,6.84,0.0
3051,1532,25,1,32.2,32.2,13.05,0.0
3052,1532,24,1,13.8,13.8,5.41,0.0
3053,1532,27,1,36.8,36.8,14.91,0.0
3054,2568,47,1,20.7,20.7,8.35,0.0
3055,2568,12,1,287.5,287.5,154.36,0.0
3056,2568,10,1,51.75,51.75,27.18,0.0
3057,2378,39,1,13.8,13.8,5.42,0.0
3058,1259,27,1,36.8,36.8,14.67,0.0
3059,1681,30,1,11.5,10.92,4.66,0.05
3060,2229,35,1,46.0,46.0,18.34,0.0
3061,2229,49,2,33.35,33.35,13.53,0.0
3062,2229,11,1,92.0,92.0,48.23,0.0
3063,2229,10,1,51.75,51.75,27.71,0.0
3064,1585,46,1,9.2,9.2,3.69,0.0
3065,1585,20,1,13.8,13.8,5.56,0.0
3066,1585,21,1,20.7,19.66,8.25,0.05
3067,1270,28,1,63.25,63.25,25.26,0.0
3068,2220,17,1,34.5,34.5,13.57,0.0
3069,2112,32,1,20.7,20.7,8.19,0.0
3070,2112,6,1,977.5,977.5,696.79,0.0
3071,1425,44,1,18.4,17.48,7.41,0.05
3072,2060,40,1,32.2,32.2,12.83,0.0
3073,1781,46,1,9.2,9.2,3.74,0.0
3074,1781,18,2,28.75,28.75,11.37,0.0
3075,1781,29,2,18.4,18.4,7.46,0.0
3076,1759,35,1,46.0,46.0,18.1,0.0
3077,2127,29,2,18.4,18.4,7.43,0.0
3078,2205,45,2,11.5,11.5,4.68,0.0
3079,1936,7,1,805.0,805.0,565.21,0.0
3080,1628,5,1,1840.0,1840.0,1304.76,0.0
3081,1628,9,1,460.0,460.0,243.27,0.0
3082,2246,36,2,20.7,20.7,8.29,0.0
3083,2246,37,2,25.3,25.3,10.08,0.0
3084,1382,31,1,9.2,9.2,3.69,0.0
3085,1678,5,1,1840.0,1840.0,1313.72,0.0
3086,1540,8,1,322.0,322.0,225.61,0.0
3087,2334,7,1,805.0,805.0,561.98,0.0
3088,2334,1,1,1610.0,1610.0,1086.26,0.0
3089,2157,46,1,9.2,9.2,3.64,0.0
3090,1661,17,1,34.5,32.78,13.51,0.05
3091,1228,3,1,690.0,690.0,465.06,0.0
3092,2061,18,1,28.75,28.75,11.3,0.0
3093,1688,48,1,17.25,17.25,7.01,0.0
3094,1688,12,1,287.5,287.5,155.85,0.0
3095,1346,8,1,322.0,322.0,232.0,0.0
3096,1546,19,1,103.5,103.5,40.51,0.0
3097,2172,33,1,17.25,15.52,6.84,0.1
3098,1463,15,1,69.0,69.0,49.01,0.0
3099,1580,17,1,34.5,34.5,13.62,0.0
3100,2510,40,1,32.2,32.2,12.87,0.0
3101,2510,44,1,18.4,18.4,7.31,0.0
3102,1317,20,2,13.8,13.8,5.54,0.0
3103,1303,39,1,13.8,13.8,5.61,0.0
3104,1907,24,1,13.8,13.8,5.59,0.0
3105,1460,38,2,40.25,40.25,16.36,0.0
3106,1715,10,1,51.75,51.75,28.06,0.0
3107,2439,33,1,17.25,17.25,6.88,0.0
3108,2439,18,1,28.75,28.75,11.31,0.0
3109,2439,21,1,20.7,20.7,8.41,0.0
3110,2409,7,1,805.0,805.0,573.35,0.0
3111,2409,15,1,69.0,69.0,48.11,0.0
3112,2143,4,1,402.5,402.5,266.59,0.0
3113,2143,13,1,1265.0,1265.0,885.37,0.0
3114,2143,5,1,1840.0,1840.0,1301.37,0.0
3115,2366,28,2,63.25,63.25,24.99,0.0
3116,2192,14,1,747.5,747.5,522.41,0.0
3117,2192,9,1,460.0,460.0,247.15,0.0
3118,2192,46,1,9.2,9.2,3.74,0.0
3119,2192,11,1,92.0,92.0,48.28,0.0
3120,2297,23,1,40.25,40.25,16.18,0.0
3121,2467,27,1,36.8,36.8,14.4,0.0
3122,2225,41,1,51.75,51.75,20.33,0.0
3123,2382,37,1,25.3,25.3,10.09,0.0
3124,2219,48,1,17.25,16.39,6.78,0.05
3125,2129,11,1,92.0,87.4,48.12,0.05
3126,2454,43,1,63.25,63.25,25.08,0.0
3127,2454,29,1,18.4,18.4,7.28,0.0
3128,2620,48,2,17.25,17.25,6.85,0.0
3129,2502,18,1,28.75,28.75,11.3,0.0
3130,1327,4,1,402.5,402.5,271.66,0.0
3131,1476,27,1,36.8,36.8,14.7,0.0
3132,1220,45,1,11.5,11.5,4.63,0.0
3133,2478,34,1,33.35,33.35,13.17,0.0
3134,1743,23,1,40.25,40.25,16.19,0.0
3135,1668,7,1,805.0,805.0,580.45,0.0
3136,1668,5,1,1840.0,1840.0,1312.93,0.0
3137,1668,13,1,1265.0,1201.75,891.45,0.05
3138,1668,6,1,977.5,977.5,698.23,0.0
3139,1668,11,1,92.0,92.0,48.47,0.0
3140,1572,49,1,33.35,33.35,13.05,0.0
3141,1572,28,1,63.25,63.25,25.46,0.0
3142,1948,34,1,33.35,33.35,13.16,0.0
3143,1246,21,1,20.7,20.7,8.35,0.0
3144,1835,31,1,9.2,9.2,3.72,0.0
3145,2357,21,1,20.7,20.7,8.32,0.0
3146,2357,39,2,13.8,13.8,5.41,0.0
3147,2301,15,1,69.0,69.0,48.17,0.0
3148,2571,40,1,32.2,32.2,12.72,0.0
3149,2571,17,2,34.5,34.5,13.81,0.0
3150,1656,41,1,51.75,51.75,20.57,0.0
3151,1656,33,1,17.25,17.25,6.95,0.0
3152,2198,21,1,20.7,20.7,8.38,0.0
3153,2198,26,2,51.75,51.75,20.72,0.0
3154,2475,47,1,20.7,20.7,8.37,0.0
3155,1975,24,2,13.8,13.8,5.57,0.0
3156,2403,21,2,20.7,20.7,8.17,0.0
3157,1341,16,2,17.25,16.39,6.92,0.05
3158,1480,42,1,36.8,34.96,14.64,0.05
3159,2302,43,1,63.25,63.25,25.0,0.0
3160,1557,36,1,20.7,20.7,8.42,0.0
3161,1685,14,1,747.5,710.12,534.62,0.05
3162,1685,11,1,92.0,92.0,49.22,0.0
3163,2164,50,1,46.0,46.0,18.11,0.0
3164,2323,6,1,977.5,977.5,700.28,0.0
3165,2183,38,1,40.25,40.25,15.85,0.0
3166,1752,49,2,33.35,33.35,13.09,0.0
3167,1812,19,1,103.5,98.32,41.81,0.05
3168,1511,33,2,17.25,16.39,6.83,0.05
3169,1946,50,1,46.0,46.0,18.22,0.0
3170,1778,1,1,1610.0,1610.0,1060.92,0.0
3171,2663,28,1,63.25,60.09,25.5,0.05
3172,2617,15,1,69.0,69.0,49.76,0.0
3173,2617,11,1,92.0,92.0,49.35,0.0
3174,2629,2,1,1380.0,1380.0,914.25,0.0
3175,2629,18,1,28.75,27.31,11.56,0.05
3176,2605,42,1,36.8,36.8,14.75,0.0
3177,2621,22,2,25.3,25.3,10.0,0.0
3178,2622,31,1,9.2,9.2,3.66,0.0
3179,2649,17,2,34.5,34.5,13.55,0.0
3180,2649,21,1,20.7,19.66,8.41,0.05
3181,2647,1,1,1610.0,1529.5,1063.45,0.05
3182,2647,2,1,1380.0,1380.0,907.9,0.0
3183,1822,18,2,28.75,28.75,11.55,0.0
3184,2592,35,1,46.0,46.0,18.6,0.0
3185,2375,44,1,18.4,18.4,7.26,0.0
3186,2375,49,1,33.35,33.35,13.39,0.0
3187,2593,5,1,1840.0,1840.0,1304.73,0.0
3188,2035,45,1,11.5,11.5,4.68,0.0
3189,1680,22,2,25.3,25.3,10.11,0.0
3190,2056,3,1,690.0,690.0,456.93,0.0
3191,2056,43,2,63.25,63.25,25.0,0.0
3192,1840,49,1,33.35,33.35,13.47,0.0
3193,1839,1,1,1610.0,1610.0,1059.63,0.0
3194,2142,27,1,36.8,36.8,14.8,0.0
3195,2547,11,1,92.0,92.0,49.54,0.0
3196,1529,19,2,103.5,93.15,42.0,0.1
3197,2054,40,2,32.2,32.2,12.87,0.0
3198,2261,31,1,9.2,9.2,3.63,0.0
3199,1560,2,1,1380.0,1380.0,935.5,0.0
3200,1530,41,1,51.75,51.75,20.46,0.0
3201,1749,3,1,690.0,690.0,467.32,0.0
3202,1333,9,1,460.0,460.0,245.38,0.0
3203,1718,31,1,9.2,9.2,3.7,0.0
3204,1569,1,1,1610.0,1610.0,1061.41,0.0
3205,2385,27,1,36.8,36.8,14.41,0.0
3206,1881,45,1,11.5,11.5,4.58,0.0
3207,1280,27,1,36.8,36.8,14.63,0.0
3208,1280,36,1,20.7,20.7,8.32,0.0
3209,1505,49,1,33.35,33.35,13.42,0.0
3210,1495,34,1,33.35,31.68,13.17,0.05
3211,1495,21,1,20.7,20.7,8.36,0.0
3212,2504,25,1,32.2,30.59,12.67,0.05
3213,2015,47,2,20.7,19.66,8.2,0.05
3214,1143,31,1,9.2,8.28,3.7,0.1
3215,1143,8,1,322.0,322.0,227.19,0.0
3216,2347,5,1,1840.0,1840.0,1311.55,0.0
3217,1643,1,1,1610.0,1610.0,1060.24,0.0
3218,1643,4,1,402.5,402.5,268.84,0.0
3219,1337,41,1,51.75,51.75,20.39,0.0
3220,1966,11,1,92.0,92.0,48.21,0.0
3221,2513,31,1,9.2,9.2,3.68,0.0
3222,2528,7,1,805.0,805.0,569.09,0.0
3223,2528,18,1,28.75,28.75,11.57,0.0
3224,1283,13,1,1265.0,1265.0,890.82,0.0
3225,1283,5,1,1840.0,1840.0,1288.75,0.0
3226,1424,48,2,17.25,15.52,6.77,0.1
3227,1364,50,1,46.0,43.7,18.25,0.05
3228,1962,50,1,46.0,46.0,18.05,0.0
3229,1210,24,1,13.8,13.8,5.53,0.0
3230,1258,26,1,51.75,46.58,20.55,0.1
3231,1258,43,1,63.25,63.25,24.91,0.0
3232,2561,27,1,36.8,36.8,14.71,0.0
3233,2561,48,1,17.25,17.25,6.75,0.0
3234,2561,25,1,32.2,32.2,12.79,0.0
3235,1215,48,1,17.25,15.52,7.0,0.1
3236,2330,46,1,9.2,9.2,3.74,0.0
3237,1956,46,2,9.2,9.2,3.63,0.0
3238,1441,21,1,20.7,19.66,8.21,0.05
3239,1886,5,1,1840.0,1840.0,1326.04,0.0
3240,2055,23,1,40.25,38.24,16.31,0.05
3241,1301,35,1,46.0,46.0,18.59,0.0
3242,1165,40,1,32.2,32.2,12.61,0.0
3243,1811,35,1,46.0,46.0,18.7,0.0
3244,2493,9,1,460.0,437.0,242.96,0.05
3245,1252,28,1,63.25,63.25,25.43,0.0
3246,1323,24,1,13.8,13.11,5.42,0.05
3247,1309,16,2,17.25,17.25,6.92,0.0
3248,1693,50,1,46.0,46.0,18.48,0.0
3249,2194,30,1,11.5,10.92,4.67,0.05
3250,1198,41,1,51.75,51.75,20.44,0.0
3251,1198,10,1,51.75,51.75,27.89,0.0
3252,1198,3,1,690.0,690.0,453.28,0.0
3253,1575,26,1,51.75,49.16,21.0,0.05
3254,2534,49,1,33.35,33.35,13.53,0.0
3255,1233,33,1,17.25,17.25,6.89,0.0
3256,1985,15,1,69.0,69.0,49.46,0.0
3257,1985,47,1,20.7,20.7,8.31,0.0
3258,1985,11,1,92.0,92.0,48.53,0.0
3259,1281,9,1,460.0,460.0,242.77,0.0
3260,1281,45,2,11.5,11.5,4.61,0.0
3261,1635,41,1,51.75,51.75,20.55,0.0
3262,1735,36,2,20.7,19.66,8.2,0.05
3263,1726,35,2,46.0,46.0,18.28,0.0
3264,1751,36,1,20.7,20.7,8.36,0.0
3265,2020,46,2,9.2,9.2,3.61,0.0
3266,2268,29,1,18.4,18.4,7.25,0.0
3267,2524,7,1,805.0,805.0,572.83,0.0
3268,1727,39,1,13.8,12.42,5.41,0.1
3269,1689,50,1,46.0,41.4,18.7,0.1
3270,1689,41,1,51.75,49.16,20.56,0.05
3271,1689,33,1,17.25,17.25,6.84,0.0
3272,2351,47,1,20.7,20.7,8.34,0.0
3273,1790,36,1,20.7,20.7,8.32,0.0
3274,1790,15,1,69.0,69.0,48.07,0.0
3275,1790,46,2,9.2,9.2,3.63,0.0
3276,1790,11,1,92.0,92.0,48.88,0.0
3277,1347,46,1,9.2,9.2,3.63,0.0
3278,1206,3,1,690.0,690.0,460.31,0.0
3279,1206,2,1,1380.0,1380.0,922.15,0.0
3280,1610,27,1,36.8,36.8,14.92,0.0
3281,1770,29,2,18.4,18.4,7.46,0.0
3282,2494,42,1,36.8,36.8,14.59,0.0
3283,2221,48,1,17.25,17.25,6.98,0.0
3284,1592,24,1,13.8,13.8,5.45,0.0
3285,1592,33,1,17.25,17.25,6.93,0.0
3286,2009,28,1,63.25,63.25,25.32,0.0
3287,2495,44,1,18.4,16.56,7.26,0.1
3288,2495,39,1,13.8,13.8,5.59,0.0
3289,2495,22,1,25.3,25.3,10.19,0.0
3290,2471,30,1,11.5,11.5,4.62,0.0
3291,2471,43,1,63.25,63.25,25.16,0.0
3292,2471,19,1,103.5,103.5,41.17,0.0
3293,2244,10,1,51.75,51.75,27.65,0.0
3294,1506,16,1,17.25,17.25,6.94,0.0
3295,1488,47,1,20.7,20.7,8.15,0.0
3296,1440,35,1,46.0,46.0,18.39,0.0
3297,1549,3,1,690.0,690.0,467.36,0.0
3298,2145,31,1,9.2,9.2,3.64,0.0
3299,2367,46,1,9.2,9.2,3.64,0.0
3300,2234,41,1,51.75,51.75,20.57,0.0
3301,1591,43,2,63.25,63.25,24.83,0.0
3302,1272,1,1,1610.0,1610.0,1069.67,0.0
3303,1272,23,1,40.25,40.25,15.81,0.0
3304,1395,40,1,32.2,32.2,13.02,0.0
3305,1348,39,2,13.8,13.8,5.57,0.0
3306,1410,11,1,92.0,92.0,48.84,0.0
3307,1288,3,1,690.0,690.0,450.57,0.0
3308,2163,23,1,40.25,38.24,15.87,0.05
3309,1185,8,1,322.0,289.8,227.03,0.1
3310,1185,6,1,977.5,977.5,706.1,0.0
3311,2438,7,1,805.0,805.0,564.36,0.0
3312,1632,1,1,1610.0,1610.0,1071.24,0.0
3313,1632,13,1,1265.0,1201.75,887.73,0.05
3314,1564,9,1,460.0,460.0,240.15,0.0
3315,1564,44,1,18.4,18.4,7.33,0.0
3316,1899,5,1,1840.0,1840.0,1286.98,0.0
3317,1899,7,1,805.0,805.0,581.81,0.0
3318,1204,35,2,46.0,46.0,18.5,0.0
3319,1816,15,1,69.0,65.55,48.31,0.05
3320,1816,38,1,40.25,40.25,16.34,0.0
3321,2544,35,1,46.0,46.0,18.5,0.0
3322,1608,36,1,20.7,20.7,8.28,0.0
3323,2598,20,1,13.8,13.11,5.41,0.05
3324,2508,40,1,32.2,32.2,12.93,0.0
3325,1593,13,1,1265.0,1265.0,895.79,0.0
3326,2182,44,1,18.4,18.4,7.4,0.0
3327,2182,19,1,103.5,93.15,41.5,0.1
3328,1664,29,1,18.4,18.4,7.49,0.0
3329,1791,13,1,1265.0,1265.0,885.15,0.0
3330,1878,37,1,25.3,25.3,10.04,0.0
3331,1878,19,2,103.5,103.5,40.72,0.0
3332,2016,16,1,17.25,17.25,6.8,0.0
3333,2646,40,1,32.2,32.2,12.78,0.0
3334,2646,5,1,1840.0,1840.0,1280.58,0.0
3335,1170,50,1,46.0,46.0,18.29,0.0
3336,1170,32,1,20.7,20.7,8.39,0.0
3337,2291,22,2,25.3,25.3,10.04,0.0
3338,2639,46,1,9.2,9.2,3.66,0.0
3339,1687,36,1,20.7,20.7,8.41,0.0
3340,1538,31,1,9.2,9.2,3.7,0.0
3341,1803,11,1,92.0,92.0,49.09,0.0
3342,1803,3,1,690.0,655.5,467.23,0.05
3343,1836,25,1,32.2,30.59,12.99,0.05
3344,1979,22,1,25.3,25.3,9.98,0.0
3345,1753,4,1,402.5,402.5,272.63,0.0
3346,1698,10,1,51.75,51.75,27.6,0.0
3347,1698,39,1,13.8,13.8,5.43,0.0
3348,1698,3,1,690.0,690.0,456.88,0.0
3349,1421,2,1,1380.0,1380.0,925.12,0.0
3350,2423,44,1,18.4,18.4,7.28,0.0
3351,2165,49,2,33.35,33.35,13.39,0.0
3352,1855,38,1,40.25,40.25,16.26,0.0
3353,1302,29,1,18.4,18.4,7.29,0.0
3354,2100,18,1,28.75,28.75,11.6,0.0
3355,1731,21,1,20.7,20.7,8.3,0.0
3356,2153,26,1,51.75,51.75,20.68,0.0
3357,1928,6,1,977.5,977.5,701.56,0.0
3358,1928,44,2,18.4,18.4,7.22,0.0
3359,1928,5,1,1840.0,1840.0,1279.94,0.0
3360,2325,34,1,33.35,33.35,13.07,0.0
3361,2311,16,2,17.25,17.25,6.83,0.0
3362,2564,4,1,402.5,402.5,272.65,0.0
3363,2564,2,1,1380.0,1242.0,910.93,0.1
3364,2025,3,1,690.0,690.0,458.54,0.0
3365,2025,13,1,1265.0,1265.0,904.91,0.0
3366,2287,48,1,17.25,17.25,6.78,0.0
3367,2287,33,1,17.25,17.25,6.9,0.0
3368,1431,36,1,20.7,19.66,8.4,0.05
3369,1760,42,1,36.8,36.8,14.72,0.0
3370,2121,2,1,1380.0,1380.0,935.48,0.0
3371,2121,4,1,402.5,402.5,269.51,0.0
3372,1467,9,1,460.0,460.0,247.3,0.0
3373,1721,31,1,9.2,9.2,3.65,0.0
3374,1335,10,1,51.75,49.16,27.89,0.05
3375,1965,42,1,36.8,36.8,14.5,0.0
3376,2420,37,1,25.3,25.3,10.29,0.0
3377,2420,42,1,36.8,36.8,14.95,0.0
3378,1554,5,1,1840.0,1840.0,1325.78,0.0
3379,1554,6,1,977.5,928.62,681.64,0.05
3380,1490,4,1,402.5,402.5,264.0,0.0
3381,2203,44,1,18.4,18.4,7.39,0.0
3382,1514,24,1,13.8,13.8,5.55,0.0
3383,2499,29,1,18.4,18.4,7.22,0.0
3384,2215,31,1,9.2,9.2,3.6,0.0
3385,1648,50,1,46.0,41.4,18.12,0.1
3386,1648,49,2,33.35,33.35,13.5,0.0
3387,1461,41,1,51.75,51.75,20.67,0.0
3388,1734,40,1,32.2,32.2,13.06,0.0
3389,1734,16,1,17.25,17.25,6.76,0.0
3390,2200,33,1,17.25,17.25,6.83,0.0
3391,1542,38,1,40.25,40.25,15.92,0.0
3392,1980,16,1,17.25,17.25,6.93,0.0
3393,1980,49,1,33.35,33.35,13.22,0.0
3394,2337,38,1,40.25,40.25,15.75,0.0
3395,2337,5,1,1840.0,1840.0,1309.45,0.0
3396,1496,49,1,33.35,33.35,13.15,0.0
3397,1706,43,2,63.25,63.25,25.13,0.0
3398,1447,35,1,46.0,46.0,18.27,0.0
3399,1776,3,1,690.0,690.0,457.61,0.0
3400,2050,20,1,13.8,12.42,5.43,0.1
3401,1875,18,1,28.75,28.75,11.47,0.0
3402,1534,44,1,18.4,16.56,7.47,0.1
3403,1326,46,1,9.2,9.2,3.7,0.0
3404,2597,2,1,1380.0,1380.0,929.24,0.0
3405,2597,40,1,32.2,32.2,12.65,0.0
3406,2597,4,1,402.5,402.5,263.19,0.0
3407,2315,40,1,32.2,32.2,12.67,0.0
3408,2520,43,2,63.25,63.25,25.61,0.0
3409,2171,35,1,46.0,46.0,18.59,0.0
3410,2574,18,2,28.75,28.75,11.53,0.0
3411,2416,30,1,11.5,11.5,4.66,0.0
3412,2585,2,1,1380.0,1380.0,903.53,0.0
3413,2465,32,2,20.7,18.63,8.16,0.1
3414,2491,50,1,46.0,46.0,18.05,0.0
3415,1243,12,1,287.5,287.5,149.96,0.0
3416,1377,37,1,25.3,25.3,10.19,0.0
3417,1377,29,1,18.4,18.4,7.31,0.0
3418,1357,46,1,9.2,8.74,3.72,0.05
3419,1357,28,1,63.25,63.25,25.46,0.0
3420,1742,8,1,322.0,322.0,230.6,0.0
3421,1742,5,1,1840.0,1840.0,1310.39,0.0
3422,1682,17,1,34.5,34.5,13.77,0.0
3423,2578,48,1,17.25,17.25,6.94,0.0
3424,2578,1,1,1610.0,1610.0,1079.69,0.0
3425,2578,40,1,32.2,32.2,12.63,0.0
3426,2578,4,1,402.5,402.5,264.4,0.0
3427,2633,19,2,103.5,103.5,40.75,0.0
3428,2284,27,1,36.8,36.8,14.57,0.0
3429,1644,24,1,13.8,13.8,5.54,0.0
3430,1644,35,1,46.0,46.0,18.15,0.0
3431,1559,38,1,40.25,40.25,15.9,0.0
3432,2635,50,1,46.0,46.0,18.49,0.0
3433,1677,26,1,51.75,51.75,20.29,0.0
3434,1188,11,1,92.0,87.4,48.82,0.05
3435,1188,30,1,11.5,11.5,4.62,0.0
3436,1188,32,1,20.7,20.7,8.39,0.0
3437,2595,50,2,46.0,46.0,18.49,0.0
3438,1521,7,1,805.0,805.0,580.67,0.0
3439,2007,33,1,17.25,17.25,6.77,0.0
3440,2290,41,1,51.75,51.75,20.61,0.0
3441,1725,22,1,25.3,25.3,10.1,0.0
3442,2150,4,1,402.5,382.37,264.84,0.05
3443,2150,2,1,1380.0,1380.0,905.9,0.0
3444,2027,34,1,33.35,33.35,13.26,0.0
3445,1527,6,1,977.5,977.5,705.95,0.0
3446,1527,41,1,51.75,51.75,20.58,0.0
3447,2339,33,1,17.25,16.39,6.88,0.05
3448,2099,46,1,9.2,9.2,3.66,0.0
3449,2525,31,2,9.2,8.28,3.73,0.1
3450,2422,18,1,28.75,25.87,11.41,0.1
3451,2601,18,2,28.75,28.75,11.66,0.0
3452,2427,20,2,13.8,13.11,5.61,0.05
3453,1428,22,1,25.3,25.3,10.03,0.0
3454,1703,40,1,32.2,32.2,12.75,0.0
3455,1893,26,1,51.75,49.16,20.43,0.05
3456,2136,31,1,9.2,9.2,3.66,0.0
3457,1438,17,1,34.5,34.5,14.03,0.0
3458,1438,39,1,13.8,13.8,5.41,0.0
3459,1438,23,1,40.25,40.25,16.36,0.0
3460,1636,36,2,20.7,19.66,8.25,0.05
3461,1602,31,1,9.2,9.2,3.63,0.0
3462,2519,9,1,460.0,460.0,243.98,0.0
3463,1218,26,2,51.75,51.75,20.5,0.0
3464,2343,29,1,18.4,18.4,7.32,0.0
3465,1970,40,2,32.2,30.59,12.74,0.05
3466,2431,1,1,1610.0,1529.5,1065.41,0.05
3467,1923,16,1,17.25,17.25,6.87,0.0
3468,1923,45,1,11.5,11.5,4.57,0.0
3469,2089,25,1,32.2,32.2,12.71,0.0
3470,2501,29,1,18.4,18.4,7.29,0.0
3471,2572,36,1,20.7,20.7,8.42,0.0
3472,2208,22,2,25.3,25.3,10.18,0.0
3473,2557,19,2,103.5,103.5,41.78,0.0
3474,2557,49,1,33.35,30.01,13.35,0.1
3475,2417,49,1,33.35,33.35,13.42,0.0
3476,1738,21,1,20.7,20.7,8.1,0.0
3477,1805,18,1,28.75,28.75,11.29,0.0
3478,1950,25,1,32.2,32.2,12.64,0.0
3479,2628,31,1,9.2,9.2,3.74,0.0
3480,2058,47,1,20.7,20.7,8.22,0.0
3481,1716,2,1,1380.0,1380.0,911.66,0.0
3482,1716,1,1,1610.0,1610.0,1084.92,0.0
3483,1298,26,1,51.75,49.16,20.47,0.05
3484,1298,20,1,13.8,13.8,5.47,0.0
3485,1895,12,1,287.5,287.5,154.98,0.0
3486,1959,33,1,17.25,17.25,7.01,0.0
3487,1263,22,1,25.3,25.3,10.19,0.0
3488,1359,45,2,11.5,11.5,4.64,0.0
3489,2445,5,1,1840.0,1840.0,1322.24,0.0
3490,1491,29,1,18.4,18.4,7.26,0.0
3491,1969,35,2,46.0,43.7,18.55,0.05
3492,1684,38,1,40.25,40.25,15.99,0.0
3493,1684,41,2,51.75,49.16,20.37,0.05
3494,1251,9,1,460.0,460.0,241.84,0.0
3495,1251,10,1,51.75,51.75,27.66,0.0
3496,1470,32,1,20.7,20.7,8.2,0.0
3497,1470,11,1,92.0,92.0,48.01,0.0
3498,2407,48,1,17.25,17.25,6.88,0.0
3499,1352,50,1,46.0,46.0,18.6,0.0
3500,1842,43,2,63.25,63.25,24.77,0.0
3501,1625,44,1,18.4,18.4,7.29,0.0
3502,2285,16,2,17.25,17.25,6.76,0.0
3503,2137,18,2,28.75,28.75,11.26,0.0
3504,1773,6,1,977.5,977.5,699.53,0.0
3505,1747,33,1,17.25,17.25,7.0,0.0
3506,1287,29,1,18.4,18.4,7.23,0.0
3507,1315,21,1,20.7,18.63,8.33,0.1
3508,1576,20,1,13.8,13.8,5.48,0.0
3509,1576,24,1,13.8,13.8,5.42,0.0
3510,1548,46,2,9.2,8.74,3.61,0.05
3511,1193,17,2,34.5,34.5,13.72,0.0
3512,1193,30,1,11.5,11.5,4.64,0.0
3513,1193,40,1,32.2,32.2,12.95,0.0
3514,1219,44,2,18.4,18.4,7.26,0.0
3515,1394,25,1,32.2,28.98,12.62,0.1
3516,1157,1,1,1610.0,1610.0,1079.45,0.0
3517,1157,28,1,63.25,63.25,25.22,0.0
3518,2474,9,1,460.0,460.0,249.25,0.0
3519,1711,34,1,33.35,33.35,13.45,0.0
3520,1404,48,1,17.25,15.52,6.96,0.1
3521,2067,48,1,17.25,17.25,6.86,0.0
3522,1361,29,1,18.4,18.4,7.21,0.0
3523,1736,46,1,9.2,8.28,3.65,0.1
3524,2464,17,1,34.5,32.78,13.78,0.05
3525,2558,18,1,28.75,28.75,11.32,0.0
3526,2117,35,1,46.0,46.0,18.2,0.0
3527,2117,49,2,33.35,33.35,13.34,0.0
3528,1769,22,1,25.3,24.03,9.96,0.05
3529,1769,35,1,46.0,46.0,18.14,0.0
