pedido_id,cliente_id,fecha_pedido,canal_venta,medio_pago,estado_pedido,tipo_envio,costo_envio
1948,962,2024-09-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.84
1949,582,2024-09-25,Online,Transferencia,Entregado,Entrega Estandar,6.82
1950,1122,2024-09-25,Online,Tarjeta de Credito,Entregado,Entrega Express,7.98
1951,656,2024-09-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.15
1952,511,2024-09-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1953,872,2024-09-26,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
1954,1184,2024-09-26,Online,Tarjeta de Debito,Devuelto,Entrega Estandar,6.95
1955,308,2024-09-26,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
1956,1010,2024-09-26,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1957,121,2024-09-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.01
1958,295,2024-09-27,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.51
1959,1131,2024-09-27,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.23
1960,382,2024-09-27,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1961,917,2024-09-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1962,1009,2024-09-28,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
1963,5,2024-09-29,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.89
1964,341,2024-09-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1965,1081,2024-09-29,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1966,1009,2024-09-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.01
1967,1167,2024-09-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1968,859,2024-09-29,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1969,1138,2024-09-30,Online,Tarjeta de Credito,Entregado,Entrega Express,6.99
1970,1114,2024-09-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.54
1971,1185,2024-09-30,Online,Transferencia,Entregado,Entrega Estandar,39.86
1972,271,2024-09-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,29.86
1973,238,2024-09-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.07
1974,800,2024-09-30,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1975,974,2024-10-01,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1976,834,2024-10-01,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
1977,131,2024-10-01,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1978,485,2024-10-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,31.55
1979,1069,2024-10-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.14
1980,1087,2024-10-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.88
1981,164,2024-10-02,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1982,347,2024-10-02,Online,Transferencia,Entregado,Entrega Express,8.97
1983,131,2024-10-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,36.67
1984,392,2024-10-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.98
1985,1017,2024-10-03,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1986,267,2024-10-03,Online,Transferencia,Entregado,Entrega Estandar,8.81
1987,626,2024-10-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1988,758,2024-10-04,Online,Tarjeta de Credito,Entregado,Entrega Estandar,15.26
1989,131,2024-10-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1990,621,2024-10-04,Online,Transferencia,Entregado,Entrega Estandar,32.85
1991,466,2024-10-04,Online,Transferencia,Entregado,Entrega Estandar,8.47
1992,577,2024-10-04,Online,Transferencia,Entregado,Entrega Estandar,8.71
1993,214,2024-10-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.65
1994,123,2024-10-05,Online,Transferencia,Entregado,Entrega Estandar,9.01
1995,79,2024-10-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.17
1996,195,2024-10-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
1997,353,2024-10-06,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
1998,79,2024-10-06,Online,Transferencia,Entregado,Entrega Estandar,31.51
1999,336,2024-10-06,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2000,1196,2024-10-06,Online,Tarjeta de Credito,Entregado,Entrega Express,7.15
2001,783,2024-10-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,13.52
2002,813,2024-10-07,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2003,541,2024-10-07,Online,Transferencia,Entregado,Entrega Estandar,8.65
2004,392,2024-10-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.96
2005,184,2024-10-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2006,210,2024-10-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.57
2007,1103,2024-10-07,Online,Transferencia,Entregado,Entrega Estandar,7.43
2008,1184,2024-10-07,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2009,1032,2024-10-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.87
2010,386,2024-10-07,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2011,288,2024-10-08,Online,Transferencia,Entregado,Entrega Estandar,9.1
2012,6,2024-10-08,Online,Transferencia,Entregado,Entrega Estandar,8.21
2013,522,2024-10-08,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.13
2014,404,2024-10-08,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2015,1004,2024-10-08,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2016,1051,2024-10-08,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.12
2017,789,2024-10-08,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.77
2018,705,2024-10-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.64
2019,45,2024-10-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2020,1017,2024-10-09,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2021,258,2024-10-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.49
2022,238,2024-10-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.65
2023,850,2024-10-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.42
2024,177,2024-10-10,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2025,1078,2024-10-10,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2026,451,2024-10-10,Online,Transferencia,Entregado,Entrega Estandar,35.11
2027,1103,2024-10-10,Online,Transferencia,Entregado,Entrega Estandar,8.91
2028,859,2024-10-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.9
2029,731,2024-10-11,Online,Transferencia,Entregado,Entrega Estandar,8.97
2030,274,2024-10-11,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.37
2031,265,2024-10-11,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.49
2032,364,2024-10-11,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2033,405,2024-10-11,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2034,205,2024-10-11,Fisico,Tarjeta de Credito,Devuelto,Retiro en Tienda,0.0
2035,990,2024-10-12,Online,Transferencia,Entregado,Entrega Estandar,7.26
2036,52,2024-10-12,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.46
2037,850,2024-10-12,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2038,512,2024-10-12,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.0
2039,190,2024-10-12,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.02
2040,429,2024-10-12,Online,Transferencia,Entregado,Entrega Estandar,13.63
2041,338,2024-10-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2042,397,2024-10-13,Online,Tarjeta de Credito,Entregado,Entrega Express,14.75
2043,213,2024-10-13,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2044,403,2024-10-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2045,79,2024-10-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2046,253,2024-10-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.08
2047,342,2024-10-14,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2048,530,2024-10-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2049,102,2024-10-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,32.1
2050,1087,2024-10-15,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2051,811,2024-10-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2052,147,2024-10-15,Online,Transferencia,Entregado,Entrega Estandar,8.37
2053,237,2024-10-15,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2054,998,2024-10-15,Online,Tarjeta de Credito,Entregado,Entrega Express,7.05
2055,1011,2024-10-15,Online,Transferencia,Devuelto,Entrega Estandar,7.23
2056,990,2024-10-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,35.57
2057,31,2024-10-16,Online,Tarjeta de Credito,Entregado,Entrega Express,7.32
2058,1131,2024-10-16,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.67
2059,214,2024-10-16,Online,Tarjeta de Credito,Entregado,Entrega Estandar,36.68
2060,932,2024-10-16,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.22
2061,938,2024-10-16,Online,Transferencia,Cancelado,Entrega Estandar,0.0
2062,530,2024-10-16,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2063,843,2024-10-17,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2064,206,2024-10-17,Online,Tarjeta de Credito,Entregado,Entrega Express,8.63
2065,193,2024-10-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2066,685,2024-10-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2067,1163,2024-10-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,6.96
2068,451,2024-10-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.04
2069,121,2024-10-18,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2070,479,2024-10-18,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.21
2071,470,2024-10-18,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.52
2072,396,2024-10-18,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.31
2073,459,2024-10-18,Online,Transferencia,Entregado,Entrega Estandar,8.73
2074,806,2024-10-18,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.76
2075,835,2024-10-19,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2076,858,2024-10-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2077,842,2024-10-19,Online,Transferencia,Entregado,Entrega Estandar,8.6
2078,124,2024-10-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.82
2079,521,2024-10-19,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2080,383,2024-10-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2081,1175,2024-10-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2082,372,2024-10-19,Online,Tarjeta de Debito,Entregado,Entrega Estandar,37.28
2083,418,2024-10-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2084,51,2024-10-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2085,246,2024-10-20,Online,Transferencia,Entregado,Entrega Estandar,8.25
2086,843,2024-10-20,Online,Transferencia,Entregado,Entrega Estandar,7.76
2087,481,2024-10-20,Online,Tarjeta de Credito,Entregado,Entrega Estandar,34.47
2088,858,2024-10-21,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.33
2089,1114,2024-10-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2090,1184,2024-10-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2091,226,2024-10-22,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2092,70,2024-10-22,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2093,166,2024-10-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.26
2094,266,2024-10-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,15.94
2095,26,2024-10-22,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.99
2096,550,2024-10-22,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2097,646,2024-10-23,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.99
2098,1197,2024-10-23,Fisico,Transferencia,Devuelto,Retiro en Tienda,0.0
2099,1103,2024-10-23,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2100,1075,2024-10-23,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2101,79,2024-10-23,Online,Tarjeta de Credito,Entregado,Entrega Estandar,36.11
2102,891,2024-10-23,Fisico,Transferencia,Devuelto,Retiro en Tienda,0.0
2103,454,2024-10-23,Fisico,Transferencia,Devuelto,Retiro en Tienda,0.0
2104,58,2024-10-23,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.29
2105,859,2024-10-24,Online,Transferencia,Entregado,Entrega Estandar,9.13
2106,308,2024-10-24,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2107,35,2024-10-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2108,530,2024-10-24,Online,Transferencia,Entregado,Entrega Estandar,34.37
2109,806,2024-10-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2110,577,2024-10-24,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2111,353,2024-10-24,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2112,932,2024-10-24,Online,Tarjeta de Credito,Entregado,Entrega Estandar,32.37
2113,121,2024-10-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2114,32,2024-10-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2115,423,2024-10-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,37.24
2116,495,2024-10-25,Online,Tarjeta de Debito,Entregado,Entrega Estandar,36.91
2117,1166,2024-10-25,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2118,394,2024-10-25,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2119,740,2024-10-25,Online,Transferencia,Entregado,Entrega Estandar,7.41
2120,271,2024-10-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.91
2121,1081,2024-10-25,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2122,664,2024-10-25,Online,Transferencia,Entregado,Entrega Estandar,9.03
2123,537,2024-10-26,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2124,864,2024-10-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.04
2125,35,2024-10-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2126,708,2024-10-26,Online,Transferencia,Entregado,Entrega Estandar,7.86
2127,935,2024-10-26,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2128,155,2024-10-26,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2129,951,2024-10-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.15
2130,522,2024-10-27,Online,Tarjeta de Debito,Entregado,Entrega Estandar,6.91
2131,388,2024-10-27,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2132,850,2024-10-27,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2133,161,2024-10-27,Online,Transferencia,Entregado,Entrega Estandar,7.1
2134,1185,2024-10-28,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.79
2135,806,2024-10-28,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.28
2136,1111,2024-10-28,Online,Transferencia,Devuelto,Entrega Estandar,9.07
2137,1154,2024-10-28,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2138,843,2024-10-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2139,662,2024-10-28,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2140,380,2024-10-28,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.57
2141,223,2024-10-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2142,995,2024-10-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.57
2143,950,2024-10-29,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2144,653,2024-10-29,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2145,1038,2024-10-29,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.49
2146,150,2024-10-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,35.91
2147,322,2024-10-30,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2148,653,2024-10-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.89
2149,396,2024-10-30,Online,Tarjeta de Debito,Entregado,Entrega Express,28.13
2150,1103,2024-10-30,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2151,30,2024-10-30,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2152,500,2024-10-30,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2153,1075,2024-10-30,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2154,618,2024-10-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.27
2155,890,2024-10-30,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
2156,621,2024-10-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,32.35
2157,938,2024-10-30,Online,Transferencia,Entregado,Entrega Estandar,8.68
2158,271,2024-10-30,Online,Tarjeta de Credito,Devuelto,Entrega Estandar,8.47
2159,1175,2024-10-30,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2160,246,2024-10-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,32.36
2161,288,2024-10-31,Online,Transferencia,Entregado,Entrega Estandar,7.11
2162,868,2024-10-31,Online,Tarjeta de Credito,Entregado,Entrega Estandar,39.8
2163,1042,2024-10-31,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2164,978,2024-10-31,Online,Transferencia,Entregado,Entrega Estandar,8.14
2165,1075,2024-10-31,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2166,653,2024-11-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,30.89
2167,909,2024-11-01,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2168,363,2024-11-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.05
2169,577,2024-11-01,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.09
2170,909,2024-11-01,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2171,1094,2024-11-01,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2172,939,2024-11-02,Online,Tarjeta de Debito,Cancelado,Entrega Express,0.0
2173,404,2024-11-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.73
2174,813,2024-11-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2175,771,2024-11-02,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.97
2176,110,2024-11-02,Online,Transferencia,Cancelado,Entrega Estandar,0.0
2177,238,2024-11-02,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
2178,789,2024-11-03,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2179,582,2024-11-03,Online,Transferencia,Entregado,Entrega Estandar,13.41
2180,34,2024-11-03,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2181,542,2024-11-04,Online,Transferencia,Entregado,Entrega Estandar,8.26
2182,1051,2024-11-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2183,978,2024-11-04,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2184,79,2024-11-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2185,887,2024-11-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2186,313,2024-11-04,Online,Transferencia,Entregado,Entrega Estandar,7.07
2187,359,2024-11-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2188,634,2024-11-05,Online,Transferencia,Entregado,Entrega Estandar,8.3
2189,124,2024-11-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.22
2190,184,2024-11-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2191,363,2024-11-05,Online,Transferencia,Entregado,Entrega Estandar,7.81
2192,950,2024-11-05,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2193,141,2024-11-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.7
2194,1014,2024-11-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.4
2195,585,2024-11-06,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.03
2196,868,2024-11-06,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2197,395,2024-11-06,Online,Transferencia,Entregado,Entrega Express,6.99
2198,973,2024-11-06,Online,Transferencia,Entregado,Entrega Estandar,8.05
2199,470,2024-11-06,Online,Transferencia,Entregado,Entrega Estandar,22.55
2200,1084,2024-11-07,Online,Tarjeta de Credito,Entregado,Entrega Express,7.88
2201,111,2024-11-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,18.33
2202,353,2024-11-07,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2203,1082,2024-11-07,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.11
2204,843,2024-11-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.38
2205,937,2024-11-08,Online,Tarjeta de Debito,Entregado,Entrega Estandar,6.83
2206,442,2024-11-08,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2207,332,2024-11-08,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2208,1116,2024-11-08,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.96
2209,263,2024-11-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2210,893,2024-11-09,Online,Tarjeta de Credito,Entregado,Entrega Express,14.51
2211,110,2024-11-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2212,894,2024-11-09,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2213,893,2024-11-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2214,564,2024-11-09,Online,Transferencia,Entregado,Entrega Estandar,35.21
2215,1082,2024-11-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.94
2216,79,2024-11-10,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2217,71,2024-11-10,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2218,519,2024-11-11,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2219,950,2024-11-11,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2220,932,2024-11-11,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.38
2221,1030,2024-11-11,Online,Tarjeta de Debito,Entregado,Entrega Estandar,6.91
2222,543,2024-11-11,Online,Tarjeta de Debito,Devuelto,Entrega Estandar,8.95
2223,902,2024-11-12,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.77
2224,561,2024-11-12,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2225,950,2024-11-12,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2226,813,2024-11-12,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.64
2227,203,2024-11-13,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2228,271,2024-11-13,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2229,928,2024-11-13,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2230,858,2024-11-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,7.96
2231,170,2024-11-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.34
2232,124,2024-11-13,Online,Transferencia,Entregado,Entrega Estandar,31.08
2233,540,2024-11-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.62
2234,1038,2024-11-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.93
2235,214,2024-11-13,Online,Transferencia,Entregado,Entrega Estandar,32.25
2236,586,2024-11-14,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2237,70,2024-11-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2238,251,2024-11-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2239,264,2024-11-14,Online,Transferencia,Entregado,Entrega Estandar,30.7
2240,240,2024-11-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2241,383,2024-11-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2242,158,2024-11-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2243,158,2024-11-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2244,1037,2024-11-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,8.3
2245,313,2024-11-15,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2246,937,2024-11-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2247,589,2024-11-15,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2248,527,2024-11-15,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.86
2249,266,2024-11-16,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
2250,499,2024-11-16,Online,Transferencia,Entregado,Entrega Estandar,8.14
2251,898,2024-11-16,Online,Tarjeta de Credito,Entregado,Entrega Estandar,6.85
2252,308,2024-11-16,Online,Transferencia,Entregado,Entrega Estandar,33.94
2253,274,2024-11-17,Online,Tarjeta de Credito,Entregado,Entrega Estandar,28.12
2254,806,2024-11-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2255,195,2024-11-17,Online,Tarjeta de Credito,Entregado,Entrega Estandar,39.88
2256,251,2024-11-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,7.21
2257,336,2024-11-17,Online,Transferencia,Entregado,Entrega Estandar,8.95
2258,526,2024-11-17,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2259,200,2024-11-18,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2260,135,2024-11-18,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
2261,998,2024-11-18,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
2262,407,2024-11-18,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.47
2263,575,2024-11-18,Online,Transferencia,Entregado,Entrega Estandar,9.02
2264,796,2024-11-18,Online,Tarjeta de Debito,Entregado,Entrega Estandar,8.56
